OrderID,Date,Location,City,State,Latitude,Longitude,Item,Category,Quantity,Price,TotalSales,CustomerType,PaymentMethod,Cost,Profit,Hour,DayOfWeek,Month
1100,2024-01-01,East Side,Miami,FL,25.7617,-80.1918,Pizza,Fast Food,4,8.99,35.96,New,Credit Card,6.25,10.96,18,Monday,January
1101,2024-02-15,Downtown,Chicago,IL,41.8781,-87.6298,Salad,Healthy,2,6.49,12.98,New,Cash,5.15,2.6799999999999997,11,Thursday,February
1102,2024-03-06,Downtown,Chicago,IL,41.8781,-87.6298,Salad,Healthy,4,6.49,25.96,New,Cash,5.05,5.760000000000002,10,Wednesday,March
1103,2024-01-26,South Point,Houston,TX,29.7604,-95.3698,Burger,Fast Food,3,5.99,17.97,Regular,Online,4.01,5.9399999999999995,11,Friday,January
1104,2024-02-17,Central Outlet,New York,NY,40.7128,-74.006,Pasta,Italian,3,7.99,23.97,New,Online,6.35,4.920000000000002,18,Saturday,February
1105,2024-01-24,East Side,Miami,FL,25.7617,-80.1918,Smoothie,Beverages,1,4.99,4.99,New,Credit Card,3.05,1.9400000000000004,18,Wednesday,January
1106,2024-02-14,East Side,Miami,FL,25.7617,-80.1918,Salad,Healthy,1,6.49,6.49,Regular,Online,3.27,3.22,20,Wednesday,February
1107,2024-01-04,West Branch,Los Angeles,CA,34.0522,-118.2437,Smoothie,Beverages,4,4.99,19.96,Regular,Cash,2.94,8.200000000000001,15,Thursday,January
1108,2024-02-02,Downtown,Chicago,IL,41.8781,-87.6298,Salad,Healthy,5,6.49,32.45,Regular,Online,5.05,7.200000000000003,14,Friday,February
1109,2024-02-01,Central Outlet,New York,NY,40.7128,-74.006,Pasta,Italian,2,7.99,15.98,Regular,Online,4.11,7.76,12,Thursday,February
1110,2024-01-25,Downtown,Chicago,IL,41.8781,-87.6298,Wrap,Healthy,1,6.99,6.99,Regular,Credit Card,5.4,1.5899999999999999,20,Thursday,January
1111,2024-01-10,South Point,Houston,TX,29.7604,-95.3698,Salad,Healthy,4,6.49,25.96,Regular,Credit Card,4.37,8.48,17,Wednesday,January
1112,2024-03-31,Central Outlet,New York,NY,40.7128,-74.006,Sushi,Japanese,2,10.99,21.98,New,Credit Card,8.47,5.039999999999999,14,Sunday,March
1113,2024-02-27,East Side,Miami,FL,25.7617,-80.1918,Pasta,Italian,5,7.99,39.95,Regular,Cash,6.09,9.500000000000004,18,Tuesday,February
1114,2024-02-10,West Branch,Los Angeles,CA,34.0522,-118.2437,Sushi,Japanese,4,10.99,43.96,Regular,Online,5.93,20.240000000000002,19,Saturday,February
1115,2024-02-15,Central Outlet,New York,NY,40.7128,-74.006,Smoothie,Beverages,2,4.99,9.98,Regular,Online,2.77,4.44,20,Thursday,February
1116,2024-02-01,Downtown,Chicago,IL,41.8781,-87.6298,Salad,Healthy,1,6.49,6.49,New,Cash,4.43,2.0600000000000005,20,Thursday,February
1117,2024-02-27,East Side,Miami,FL,25.7617,-80.1918,Smoothie,Beverages,4,4.99,19.96,Regular,Cash,2.62,9.48,18,Tuesday,February
1118,2024-03-27,East Side,Miami,FL,25.7617,-80.1918,Burger,Fast Food,4,5.99,23.96,Regular,Online,4.72,5.080000000000002,19,Wednesday,March
1119,2024-02-20,South Point,Houston,TX,29.7604,-95.3698,Burger,Fast Food,4,5.99,23.96,Regular,Credit Card,3.52,9.88,10,Tuesday,February
1120,2024-01-01,Downtown,Chicago,IL,41.8781,-87.6298,Wrap,Healthy,1,6.99,6.99,New,Cash,5.18,1.8100000000000005,12,Monday,January
1121,2024-01-10,Downtown,Chicago,IL,41.8781,-87.6298,Salad,Healthy,5,6.49,32.45,Regular,Cash,3.86,13.150000000000002,9,Wednesday,January
1122,2024-01-09,Central Outlet,New York,NY,40.7128,-74.006,Sushi,Japanese,2,10.99,21.98,New,Credit Card,5.6,10.780000000000001,16,Tuesday,January
1123,2024-01-24,West Branch,Los Angeles,CA,34.0522,-118.2437,Pasta,Italian,5,7.99,39.95,New,Credit Card,5.04,14.750000000000004,17,Wednesday,January
1124,2024-02-22,Central Outlet,New York,NY,40.7128,-74.006,Salad,Healthy,3,6.49,19.47,Regular,Credit Card,4.5,5.969999999999999,20,Thursday,February
1125,2024-01-18,East Side,Miami,FL,25.7617,-80.1918,Smoothie,Beverages,1,4.99,4.99,New,Credit Card,3.25,1.7400000000000002,18,Thursday,January
1126,2024-03-29,West Branch,Los Angeles,CA,34.0522,-118.2437,Pizza,Fast Food,4,8.99,35.96,Regular,Credit Card,6.82,8.68,16,Friday,March
1127,2024-01-04,Downtown,Chicago,IL,41.8781,-87.6298,Pasta,Italian,4,7.99,31.96,Regular,Credit Card,4.97,12.080000000000002,9,Thursday,January
1128,2024-02-02,Central Outlet,New York,NY,40.7128,-74.006,Salad,Healthy,5,6.49,32.45,New,Online,4.23,11.3,10,Friday,February
1129,2024-01-26,Downtown,Chicago,IL,41.8781,-87.6298,Wrap,Healthy,5,6.99,34.95,Regular,Cash,5.12,9.350000000000001,18,Friday,January
1130,2024-03-24,East Side,Miami,FL,25.7617,-80.1918,Pasta,Italian,5,7.99,39.95,Regular,Cash,5.57,12.100000000000001,20,Sunday,March
1131,2024-01-19,Downtown,Chicago,IL,41.8781,-87.6298,Salad,Healthy,1,6.49,6.49,Regular,Cash,3.81,2.68,15,Friday,January
1132,2024-02-23,Central Outlet,New York,NY,40.7128,-74.006,Pizza,Fast Food,4,8.99,35.96,New,Credit Card,6.57,9.68,9,Friday,February
1133,2024-03-17,East Side,Miami,FL,25.7617,-80.1918,Sushi,Japanese,3,10.99,32.97,Regular,Cash,7.67,9.96,12,Sunday,March
1134,2024-01-28,West Branch,Los Angeles,CA,34.0522,-118.2437,Smoothie,Beverages,1,4.99,4.99,Regular,Cash,3.52,1.4700000000000002,15,Sunday,January
1135,2024-03-03,East Side,Miami,FL,25.7617,-80.1918,Pizza,Fast Food,1,8.99,8.99,Regular,Online,6.31,2.6800000000000006,12,Sunday,March
1136,2024-02-03,South Point,Houston,TX,29.7604,-95.3698,Fries,Snacks,5,2.99,14.95,New,Credit Card,2.02,4.85,15,Saturday,February
1137,2024-02-10,South Point,Houston,TX,29.7604,-95.3698,Fries,Snacks,2,2.99,5.98,New,Cash,1.56,2.8600000000000003,16,Saturday,February
1138,2024-02-01,Central Outlet,New York,NY,40.7128,-74.006,Sushi,Japanese,3,10.99,32.97,New,Credit Card,6.38,13.829999999999998,12,Thursday,February
1139,2024-01-04,West Branch,Los Angeles,CA,34.0522,-118.2437,Fries,Snacks,2,2.99,5.98,New,Online,2.25,1.4800000000000004,18,Thursday,January
1140,2024-02-16,East Side,Miami,FL,25.7617,-80.1918,Smoothie,Beverages,1,4.99,4.99,Regular,Credit Card,2.8,2.1900000000000004,12,Friday,February
1141,2024-03-09,Central Outlet,New York,NY,40.7128,-74.006,Pasta,Italian,4,7.99,31.96,New,Credit Card,5.33,10.64,10,Saturday,March
1142,2024-03-21,South Point,Houston,TX,29.7604,-95.3698,Burger,Fast Food,5,5.99,29.95,Regular,Online,3.3,13.45,11,Thursday,March
1143,2024-02-04,West Branch,Los Angeles,CA,34.0522,-118.2437,Sushi,Japanese,1,10.99,10.99,New,Cash,5.91,5.08,21,Sunday,February
1144,2024-03-29,West Branch,Los Angeles,CA,34.0522,-118.2437,Salad,Healthy,1,6.49,6.49,Regular,Credit Card,4.53,1.96,11,Friday,March
1145,2024-03-30,Downtown,Chicago,IL,41.8781,-87.6298,Salad,Healthy,5,6.49,32.45,New,Credit Card,4.37,10.600000000000001,14,Saturday,March
1146,2024-01-18,South Point,Houston,TX,29.7604,-95.3698,Pasta,Italian,3,7.99,23.97,Regular,Cash,4.22,11.309999999999999,14,Thursday,January
1147,2024-01-16,South Point,Houston,TX,29.7604,-95.3698,Pasta,Italian,4,7.99,31.96,New,Credit Card,4.84,12.600000000000001,13,Tuesday,January
1148,2024-02-17,South Point,Houston,TX,29.7604,-95.3698,Salad,Healthy,1,6.49,6.49,New,Cash,3.74,2.75,14,Saturday,February
1149,2024-03-03,South Point,Houston,TX,29.7604,-95.3698,Wrap,Healthy,1,6.99,6.99,Regular,Credit Card,3.74,3.25,18,Sunday,March
1150,2024-02-18,West Branch,Los Angeles,CA,34.0522,-118.2437,Salad,Healthy,4,6.49,25.96,Regular,Cash,4.05,9.760000000000002,21,Sunday,February
1151,2024-03-04,Downtown,Chicago,IL,41.8781,-87.6298,Burger,Fast Food,2,5.99,11.98,New,Credit Card,3.92,4.140000000000001,12,Monday,March
1152,2024-01-04,West Branch,Los Angeles,CA,34.0522,-118.2437,Burger,Fast Food,3,5.99,17.97,Regular,Credit Card,3.81,6.539999999999999,16,Thursday,January
1153,2024-02-10,East Side,Miami,FL,25.7617,-80.1918,Pasta,Italian,4,7.99,31.96,New,Online,5.11,11.52,21,Saturday,February
1154,2024-02-09,Central Outlet,New York,NY,40.7128,-74.006,Burger,Fast Food,1,5.99,5.99,New,Credit Card,3.95,2.04,18,Friday,February
1155,2024-03-07,Downtown,Chicago,IL,41.8781,-87.6298,Burger,Fast Food,1,5.99,5.99,New,Cash,3.83,2.16,11,Thursday,March
1156,2024-01-03,East Side,Miami,FL,25.7617,-80.1918,Wrap,Healthy,4,6.99,27.96,Regular,Cash,4.73,9.04,9,Wednesday,January
1157,2024-03-31,East Side,Miami,FL,25.7617,-80.1918,Burger,Fast Food,1,5.99,5.99,New,Credit Card,3.07,2.9200000000000004,15,Sunday,March
1158,2024-01-07,Central Outlet,New York,NY,40.7128,-74.006,Burger,Fast Food,2,5.99,11.98,New,Credit Card,3.78,4.420000000000001,16,Sunday,January
1159,2024-01-18,Central Outlet,New York,NY,40.7128,-74.006,Burger,Fast Food,3,5.99,17.97,Regular,Cash,4.03,5.879999999999999,17,Thursday,January
1160,2024-03-22,Downtown,Chicago,IL,41.8781,-87.6298,Wrap,Healthy,4,6.99,27.96,New,Online,5.16,7.32,10,Friday,March
1161,2024-03-20,East Side,Miami,FL,25.7617,-80.1918,Smoothie,Beverages,1,4.99,4.99,Regular,Credit Card,2.68,2.31,20,Wednesday,March
1162,2024-02-23,Central Outlet,New York,NY,40.7128,-74.006,Smoothie,Beverages,4,4.99,19.96,Regular,Online,2.67,9.280000000000001,10,Friday,February
1163,2024-02-07,South Point,Houston,TX,29.7604,-95.3698,Smoothie,Beverages,5,4.99,24.95,New,Cash,3.24,8.749999999999996,19,Wednesday,February
1164,2024-01-08,Downtown,Chicago,IL,41.8781,-87.6298,Sushi,Japanese,5,10.99,54.95,Regular,Cash,6.62,21.85,15,Monday,January
1165,2024-02-09,Downtown,Chicago,IL,41.8781,-87.6298,Smoothie,Beverages,3,4.99,14.97,New,Online,3.43,4.68,19,Friday,February
1166,2024-03-14,Downtown,Chicago,IL,41.8781,-87.6298,Pasta,Italian,5,7.99,39.95,New,Credit Card,4.19,19.0,19,Thursday,March
1167,2024-01-16,East Side,Miami,FL,25.7617,-80.1918,Sushi,Japanese,3,10.99,32.97,New,Online,5.78,15.629999999999999,10,Tuesday,January
1168,2024-01-30,Downtown,Chicago,IL,41.8781,-87.6298,Salad,Healthy,1,6.49,6.49,Regular,Online,3.41,3.08,10,Tuesday,January
1169,2024-03-05,Central Outlet,New York,NY,40.7128,-74.006,Salad,Healthy,2,6.49,12.98,Regular,Credit Card,5.16,2.66,17,Tuesday,March
1170,2024-03-26,West Branch,Los Angeles,CA,34.0522,-118.2437,Salad,Healthy,2,6.49,12.98,New,Cash,4.16,4.66,12,Tuesday,March
1171,2024-03-25,Downtown,Chicago,IL,41.8781,-87.6298,Pasta,Italian,2,7.99,15.98,New,Online,5.18,5.620000000000001,15,Monday,March
1172,2024-03-30,South Point,Houston,TX,29.7604,-95.3698,Smoothie,Beverages,1,4.99,4.99,New,Credit Card,3.42,1.5700000000000003,20,Saturday,March
