OrderID,Date,Location,City,State,Latitude,Longitude,Item,Category,Quantity,Price,TotalSales,CustomerType,PaymentMethod
1071,2024-01-01,East Side,Miami,FL,25.7617,-80.1918,Smoothie,Beverages,2,4.99,9.98,New,Online
1072,2024-03-21,Central Outlet,New York,NY,40.7128,-74.006,Sushi,Japanese,5,10.99,54.95,New,Online
1073,2024-03-28,Downtown,Chicago,IL,41.8781,-87.6298,Wrap,Healthy,5,6.99,34.95,Regular,Cash
1074,2024-01-15,Downtown,Chicago,IL,41.8781,-87.6298,Sushi,Japanese,5,10.99,54.95,Regular,Credit Card
1075,2024-01-18,South Point,Houston,TX,29.7604,-95.3698,Sushi,Japanese,4,10.99,43.96,New,Online
1076,2024-03-22,Central Outlet,New York,NY,40.7128,-74.006,Wrap,Healthy,4,6.99,27.96,Regular,Online
1077,2024-01-26,West Branch,Los Angeles,CA,34.0522,-118.2437,Salad,Healthy,4,6.49,25.96,New,Cash
1078,2024-02-17,South Point,Houston,TX,29.7604,-95.3698,Salad,Healthy,4,6.49,25.96,Regular,Online
1079,2024-03-21,East Side,Miami,FL,25.7617,-80.1918,Pizza,Fast Food,5,8.99,44.95,New,Cash
1080,2024-02-01,South Point,Houston,TX,29.7604,-95.3698,Burger,Fast Food,2,5.99,11.98,New,Online
1081,2024-01-01,Central Outlet,New York,NY,40.7128,-74.006,Burger,Fast Food,3,5.99,17.97,Regular,Online
1082,2024-02-10,East Side,Miami,FL,25.7617,-80.1918,Pasta,Italian,2,7.99,15.98,Regular,Credit Card
1083,2024-02-21,South Point,Houston,TX,29.7604,-95.3698,Salad,Healthy,3,6.49,19.47,New,Online
1084,2024-03-07,Downtown,Chicago,IL,41.8781,-87.6298,Smoothie,Beverages,3,4.99,14.97,New,Credit Card
1085,2024-03-09,East Side,Miami,FL,25.7617,-80.1918,Salad,Healthy,1,6.49,6.49,New,Credit Card
1086,2024-03-25,West Branch,Los Angeles,CA,34.0522,-118.2437,Salad,Healthy,2,6.49,12.98,New,Online
1087,2024-01-05,South Point,Houston,TX,29.7604,-95.3698,Smoothie,Beverages,5,4.99,24.95,New,Credit Card
1088,2024-02-19,East Side,Miami,FL,25.7617,-80.1918,Fries,Snacks,2,2.99,5.98,Regular,Credit Card
1089,2024-03-08,West Branch,Los Angeles,CA,34.0522,-118.2437,Smoothie,Beverages,5,4.99,24.95,New,Cash
1090,2024-03-24,Central Outlet,New York,NY,40.7128,-74.006,Pasta,Italian,3,7.99,23.97,New,Credit Card
1091,2024-01-05,South Point,Houston,TX,29.7604,-95.3698,Wrap,Healthy,5,6.99,34.95,New,Cash
1092,2024-02-24,Central Outlet,New York,NY,40.7128,-74.006,Pasta,Italian,5,7.99,39.95,New,Credit Card
1093,2024-01-26,West Branch,Los Angeles,CA,34.0522,-118.2437,Pasta,Italian,1,7.99,7.99,New,Cash
1094,2024-01-05,East Side,Miami,FL,25.7617,-80.1918,Smoothie,Beverages,2,4.99,9.98,Regular,Credit Card
1095,2024-03-14,West Branch,Los Angeles,CA,34.0522,-118.2437,Fries,Snacks,2,2.99,5.98,Regular,Online
1096,2024-03-02,East Side,Miami,FL,25.7617,-80.1918,Smoothie,Beverages,4,4.99,19.96,Regular,Credit Card
1097,2024-02-11,Downtown,Chicago,IL,41.8781,-87.6298,Pizza,Fast Food,1,8.99,8.99,New,Cash
1098,2024-03-16,Downtown,Chicago,IL,41.8781,-87.6298,Burger,Fast Food,4,5.99,23.96,Regular,Cash
1099,2024-01-17,Downtown,Chicago,IL,41.8781,-87.6298,Pizza,Fast Food,2,8.99,17.98,New,Online
1100,2024-01-01,East Side,Miami,FL,25.7617,-80.1918,Pizza,Fast Food,4,8.99,35.96,New,Credit Card
1101,2024-02-15,Downtown,Chicago,IL,41.8781,-87.6298,Salad,Healthy,2,6.49,12.98,New,Cash
1102,2024-03-06,Downtown,Chicago,IL,41.8781,-87.6298,Salad,Healthy,4,6.49,25.96,New,Cash
1103,2024-01-26,South Point,Houston,TX,29.7604,-95.3698,Burger,Fast Food,3,5.99,17.97,Regular,Online
1104,2024-02-17,Central Outlet,New York,NY,40.7128,-74.006,Pasta,Italian,3,7.99,23.97,New,Online
1105,2024-01-24,East Side,Miami,FL,25.7617,-80.1918,Smoothie,Beverages,1,4.99,4.99,New,Credit Card
1106,2024-02-14,East Side,Miami,FL,25.7617,-80.1918,Salad,Healthy,1,6.49,6.49,Regular,Online
1107,2024-01-04,West Branch,Los Angeles,CA,34.0522,-118.2437,Smoothie,Beverages,4,4.99,19.96,Regular,Cash
1108,2024-02-02,Downtown,Chicago,IL,41.8781,-87.6298,Salad,Healthy,5,6.49,32.45,Regular,Online
1109,2024-02-01,Central Outlet,New York,NY,40.7128,-74.006,Pasta,Italian,2,7.99,15.98,Regular,Online
1110,2024-01-25,Downtown,Chicago,IL,41.8781,-87.6298,Wrap,Healthy,1,6.99,6.99,Regular,Credit Card
1111,2024-01-10,South Point,Houston,TX,29.7604,-95.3698,Salad,Healthy,4,6.49,25.96,Regular,Credit Card
1112,2024-03-31,Central Outlet,New York,NY,40.7128,-74.006,Sushi,Japanese,2,10.99,21.98,New,Credit Card
1113,2024-02-27,East Side,Miami,FL,25.7617,-80.1918,Pasta,Italian,5,7.99,39.95,Regular,Cash
1114,2024-02-10,West Branch,Los Angeles,CA,34.0522,-118.2437,Sushi,Japanese,4,10.99,43.96,Regular,Online
1115,2024-02-15,Central Outlet,New York,NY,40.7128,-74.006,Smoothie,Beverages,2,4.99,9.98,Regular,Online
1116,2024-02-01,Downtown,Chicago,IL,41.8781,-87.6298,Salad,Healthy,1,6.49,6.49,New,Cash
1117,2024-02-27,East Side,Miami,FL,25.7617,-80.1918,Smoothie,Beverages,4,4.99,19.96,Regular,Cash
1118,2024-03-27,East Side,Miami,FL,25.7617,-80.1918,Burger,Fast Food,4,5.99,23.96,Regular,Online
1119,2024-02-20,South Point,Houston,TX,29.7604,-95.3698,Burger,Fast Food,4,5.99,23.96,Regular,Credit Card
1120,2024-01-01,Downtown,Chicago,IL,41.8781,-87.6298,Wrap,Healthy,1,6.99,6.99,New,Cash
1121,2024-01-10,Downtown,Chicago,IL,41.8781,-87.6298,Salad,Healthy,5,6.49,32.45,Regular,Cash
1122,2024-01-09,Central Outlet,New York,NY,40.7128,-74.006,Sushi,Japanese,2,10.99,21.98,New,Credit Card
1123,2024-01-24,West Branch,Los Angeles,CA,34.0522,-118.2437,Pasta,Italian,5,7.99,39.95,New,Credit Card
1124,2024-02-22,Central Outlet,New York,NY,40.7128,-74.006,Salad,Healthy,3,6.49,19.47,Regular,Credit Card
1125,2024-01-18,East Side,Miami,FL,25.7617,-80.1918,Smoothie,Beverages,1,4.99,4.99,New,Credit Card
1126,2024-03-29,West Branch,Los Angeles,CA,34.0522,-118.2437,Pizza,Fast Food,4,8.99,35.96,Regular,Credit Card
1127,2024-01-04,Downtown,Chicago,IL,41.8781,-87.6298,Pasta,Italian,4,7.99,31.96,Regular,Credit Card
1128,2024-02-02,Central Outlet,New York,NY,40.7128,-74.006,Salad,Healthy,5,6.49,32.45,New,Online
1129,2024-01-26,Downtown,Chicago,IL,41.8781,-87.6298,Wrap,Healthy,5,6.99,34.95,Regular,Cash
1130,2024-03-24,East Side,Miami,FL,25.7617,-80.1918,Pasta,Italian,5,7.99,39.95,Regular,Cash
1131,2024-01-19,Downtown,Chicago,IL,41.8781,-87.6298,Salad,Healthy,1,6.49,6.49,Regular,Cash
1132,2024-02-23,Central Outlet,New York,NY,40.7128,-74.006,Pizza,Fast Food,4,8.99,35.96,New,Credit Card
1133,2024-03-17,East Side,Miami,FL,25.7617,-80.1918,Sushi,Japanese,3,10.99,32.97,Regular,Cash
1134,2024-01-28,West Branch,Los Angeles,CA,34.0522,-118.2437,Smoothie,Beverages,1,4.99,4.99,Regular,Cash
1135,2024-03-03,East Side,Miami,FL,25.7617,-80.1918,Pizza,Fast Food,1,8.99,8.99,Regular,Online
1136,2024-02-03,South Point,Houston,TX,29.7604,-95.3698,Fries,Snacks,5,2.99,14.95,New,Credit Card
1137,2024-02-10,South Point,Houston,TX,29.7604,-95.3698,Fries,Snacks,2,2.99,5.98,New,Cash
1138,2024-02-01,Central Outlet,New York,NY,40.7128,-74.006,Sushi,Japanese,3,10.99,32.97,New,Credit Card
1139,2024-01-04,West Branch,Los Angeles,CA,34.0522,-118.2437,Fries,Snacks,2,2.99,5.98,New,Online
1140,2024-02-16,East Side,Miami,FL,25.7617,-80.1918,Smoothie,Beverages,1,4.99,4.99,Regular,Credit Card
1141,2024-03-09,Central Outlet,New York,NY,40.7128,-74.006,Pasta,Italian,4,7.99,31.96,New,Credit Card
1142,2024-03-21,South Point,Houston,TX,29.7604,-95.3698,Burger,Fast Food,5,5.99,29.95,Regular,Online
1143,2024-02-04,West Branch,Los Angeles,CA,34.0522,-118.2437,Sushi,Japanese,1,10.99,10.99,New,Cash
1144,2024-03-29,West Branch,Los Angeles,CA,34.0522,-118.2437,Salad,Healthy,1,6.49,6.49,Regular,Credit Card
1145,2024-03-30,Downtown,Chicago,IL,41.8781,-87.6298,Salad,Healthy,5,6.49,32.45,New,Credit Card
1146,2024-01-18,South Point,Houston,TX,29.7604,-95.3698,Pasta,Italian,3,7.99,23.97,Regular,Cash
1147,2024-01-16,South Point,Houston,TX,29.7604,-95.3698,Pasta,Italian,4,7.99,31.96,New,Credit Card
1148,2024-02-17,South Point,Houston,TX,29.7604,-95.3698,Salad,Healthy,1,6.49,6.49,New,Cash
1149,2024-03-03,South Point,Houston,TX,29.7604,-95.3698,Wrap,Healthy,1,6.99,6.99,Regular,Credit Card
1150,2024-02-18,West Branch,Los Angeles,CA,34.0522,-118.2437,Salad,Healthy,4,6.49,25.96,Regular,Cash
1151,2024-03-04,Downtown,Chicago,IL,41.8781,-87.6298,Burger,Fast Food,2,5.99,11.98,New,Credit Card
1152,2024-01-04,West Branch,Los Angeles,CA,34.0522,-118.2437,Burger,Fast Food,3,5.99,17.97,Regular,Credit Card
1153,2024-02-10,East Side,Miami,FL,25.7617,-80.1918,Pasta,Italian,4,7.99,31.96,New,Online
1154,2024-02-09,Central Outlet,New York,NY,40.7128,-74.006,Burger,Fast Food,1,5.99,5.99,New,Credit Card
1155,2024-03-07,Downtown,Chicago,IL,41.8781,-87.6298,Burger,Fast Food,1,5.99,5.99,New,Cash
1156,2024-01-03,East Side,Miami,FL,25.7617,-80.1918,Wrap,Healthy,4,6.99,27.96,Regular,Cash
1157,2024-03-31,East Side,Miami,FL,25.7617,-80.1918,Burger,Fast Food,1,5.99,5.99,New,Credit Card
1158,2024-01-07,Central Outlet,New York,NY,40.7128,-74.006,Burger,Fast Food,2,5.99,11.98,New,Credit Card
1159,2024-01-18,Central Outlet,New York,NY,40.7128,-74.006,Burger,Fast Food,3,5.99,17.97,Regular,Cash
1160,2024-03-22,Downtown,Chicago,IL,41.8781,-87.6298,Wrap,Healthy,4,6.99,27.96,New,Online
1161,2024-03-20,East Side,Miami,FL,25.7617,-80.1918,Smoothie,Beverages,1,4.99,4.99,Regular,Credit Card
1162,2024-02-23,Central Outlet,New York,NY,40.7128,-74.006,Smoothie,Beverages,4,4.99,19.96,Regular,Online
1163,2024-02-07,South Point,Houston,TX,29.7604,-95.3698,Smoothie,Beverages,5,4.99,24.95,New,Cash
1164,2024-01-08,Downtown,Chicago,IL,41.8781,-87.6298,Sushi,Japanese,5,10.99,54.95,Regular,Cash
1165,2024-02-09,Downtown,Chicago,IL,41.8781,-87.6298,Smoothie,Beverages,3,4.99,14.97,New,Online
1166,2024-03-14,Downtown,Chicago,IL,41.8781,-87.6298,Pasta,Italian,5,7.99,39.95,New,Credit Card
1167,2024-01-16,East Side,Miami,FL,25.7617,-80.1918,Sushi,Japanese,3,10.99,32.97,New,Online
1168,2024-01-30,Downtown,Chicago,IL,41.8781,-87.6298,Salad,Healthy,1,6.49,6.49,Regular,Online
1169,2024-03-05,Central Outlet,New York,NY,40.7128,-74.006,Salad,Healthy,2,6.49,12.98,Regular,Credit Card
1170,2024-03-26,West Branch,Los Angeles,CA,34.0522,-118.2437,Salad,Healthy,2,6.49,12.98,New,Cash
1171,2024-03-25,Downtown,Chicago,IL,41.8781,-87.6298,Pasta,Italian,2,7.99,15.98,New,Online
1172,2024-03-30,South Point,Houston,TX,29.7604,-95.3698,Smoothie,Beverages,1,4.99,4.99,New,Credit Card
1173,2024-03-23,Downtown,Chicago,IL,41.8781,-87.6298,Pizza,Fast Food,5,8.99,44.95,New,Credit Card
1174,2024-01-27,East Side,Miami,FL,25.7617,-80.1918,Pasta,Italian,4,7.99,31.96,Regular,Online
1175,2024-01-22,West Branch,Los Angeles,CA,34.0522,-118.2437,Fries,Snacks,1,2.99,2.99,New,Online
1176,2024-03-27,Downtown,Chicago,IL,41.8781,-87.6298,Sushi,Japanese,5,10.99,54.95,Regular,Online
1177,2024-02-29,West Branch,Los Angeles,CA,34.0522,-118.2437,Smoothie,Beverages,3,4.99,14.97,New,Online
1178,2024-01-06,East Side,Miami,FL,25.7617,-80.1918,Sushi,Japanese,4,10.99,43.96,Regular,Credit Card
1179,2024-02-28,Central Outlet,New York,NY,40.7128,-74.006,Burger,Fast Food,4,5.99,23.96,New,Cash
1180,2024-02-05,East Side,Miami,FL,25.7617,-80.1918,Sushi,Japanese,4,10.99,43.96,New,Cash
1181,2024-02-09,East Side,Miami,FL,25.7617,-80.1918,Salad,Healthy,3,6.49,19.47,Regular,Cash
1182,2024-02-28,South Point,Houston,TX,29.7604,-95.3698,Pasta,Italian,2,7.99,15.98,Regular,Credit Card
1183,2024-03-11,West Branch,Los Angeles,CA,34.0522,-118.2437,Pasta,Italian,2,7.99,15.98,Regular,Credit Card
1184,2024-03-31,Central Outlet,New York,NY,40.7128,-74.006,Wrap,Healthy,3,6.99,20.97,Regular,Cash
1185,2024-02-19,South Point,Houston,TX,29.7604,-95.3698,Burger,Fast Food,5,5.99,29.95,New,Online
1186,2024-02-14,West Branch,Los Angeles,CA,34.0522,-118.2437,Burger,Fast Food,4,5.99,23.96,Regular,Cash
1187,2024-01-20,West Branch,Los Angeles,CA,34.0522,-118.2437,Fries,Snacks,4,2.99,11.96,New,Online
1188,2024-03-27,South Point,Houston,TX,29.7604,-95.3698,Pasta,Italian,1,7.99,7.99,New,Credit Card
1189,2024-02-21,South Point,Houston,TX,29.7604,-95.3698,Fries,Snacks,4,2.99,11.96,Regular,Cash
1190,2024-02-15,West Branch,Los Angeles,CA,34.0522,-118.2437,Fries,Snacks,4,2.99,11.96,Regular,Cash
1191,2024-03-26,West Branch,Los Angeles,CA,34.0522,-118.2437,Fries,Snacks,5,2.99,14.95,New,Online
1192,2024-01-02,South Point,Houston,TX,29.7604,-95.3698,Smoothie,Beverages,2,4.99,9.98,Regular,Online
1193,2024-03-02,East Side,Miami,FL,25.7617,-80.1918,Fries,Snacks,4,2.99,11.96,Regular,Online
1194,2024-01-28,East Side,Miami,FL,25.7617,-80.1918,Sushi,Japanese,2,10.99,21.98,New,Credit Card
1195,2024-02-05,Central Outlet,New York,NY,40.7128,-74.006,Sushi,Japanese,5,10.99,54.95,Regular,Online
1196,2024-02-10,South Point,Houston,TX,29.7604,-95.3698,Salad,Healthy,5,6.49,32.45,Regular,Cash
1197,2024-01-02,West Branch,Los Angeles,CA,34.0522,-118.2437,Pasta,Italian,2,7.99,15.98,Regular,Online
1198,2024-02-09,Central Outlet,New York,NY,40.7128,-74.006,Wrap,Healthy,5,6.99,34.95,Regular,Credit Card
1199,2024-03-19,South Point,Houston,TX,29.7604,-95.3698,Smoothie,Beverages,2,4.99,9.98,New,Credit Card
1200,2024-02-09,East Side,Miami,FL,25.7617,-80.1918,Sushi,Japanese,3,10.99,32.97,Regular,Credit Card
